Word,Page_Number
יסודי,17
ובעיקר,17
בחטיבות,17
הביניים,17
יותר,17
ממחצית,17
המחקרים,17
עוסקים,17
בתלמידים,17
והשאר,17
עוסקים,17
בעובדי,17
הוראה,17
ולעיתים,17
גם,17
בהורים,17
בחלק,17
הראשון,17
באסופה,17
משולבים,17
מחקרים,17
שמתארים,17
את,17
תמונת,17
המצב,17
בשדה,17
החינוך,17
עם,17
פרוץ,17
המלחמה,17
וכן,17
כעבור,17
שלושה,17
עד,17
שמונה,17
חודשים,17
מתחילתה,17
בחלקה,17
השני,17
של,17
האסופה,17
שולבו,17
מחקרים,17
שממוקדים,17
במשאבי,17
החוסן,17
של,17
תלמידים,17
ושל,17
עובדי,17
הוראה,17
החל,17
בפרוץ,17
המלחמה,17
וכלה,17
בסוף,17
שנת,17
הלימודים,17
תשפ,17
ד,17
בחלק,17
השלישי,17
של,17
האסופה,17
ישנם,17
מחקרים,17
שעיסוקם,17
בכלים,17
לפיתוח,17
החוסן,17
של,17
תלמידים,17
ושל,17
עובדי,17
הוראה,17
הכוונה,17
כאן,17
היא,17
לכלים,17
שנבחנו,17
לאורך,17
שנת,17
הלימודים,17
תשפ,17
ד,17
וכן,17
לכלים,17
עתידיים,17
שמוצעים,17
בעקבות,17
המלחמה,17
והמשבר,17
המתמשך,17
חלק,17
ראשון,17
תמונת,17
מצב,17
מערכת,17
החינוך,17
בשעת,17
חירום,17
המאמרים,17
הכלולים,17
בחלק,17
זה,17
מתארים,17
את,17
ההשלכות,17
המיידיות,17
של,17
המלחמה,17
על,17
תלמידים,17
על,17
מורים,17
ועל,17
מוסדות,17
חינוך,17
בכלל,17
המערכת,17
שיבושים,17
גדולים,17
של,17
השגרה,17
החינוכית,17
חוסר,17
ודאות,17
מתמשך,17
ומצוקה,17
נרחבת,17
של,17
תלמידים,17
של,17
עובדי,17
הוראה,17
ושל,17
הורים,17
נתונים,17
שנאספו,17
ושמוצגים,17
בחלק,17
זה,17
מצביעים,17
על,17
עלייה,17
חדה,17
ברמות,17
החרדה,17
העצב,17
והבדידות,17
בקרב,17
תלמידים,17
לצד,17
פגיעה,17
ביחסים,17
החברתיים,17
המתקיימים,17
ביניהם,17
מהמאמרים,17
עולה,17
כי,17
תלמידים,17
רבים,17
התקשו,17
להתמקד,17
בלמידה,17
ודיווחו,17
על,17
שמירת,17
קשר,17
חלקית,17
בלבד,17
עם,17
צוותי,17
חינוך,17
התחושות,17
הקשות,17
ביותר,17
היו,17
של,17
מי,17
שפונו,17
מבתיהם,17
או,17
שחיים,17
באזורים,17
שנפגעו,17
ישירות,17
עם,17
זאת,17
קיימים,17
שלל,17
גורמים,17
שהובילו,17
לפגיעות,17
בתלמידים,17
מכל,17
שכבות,17
האוכלוסייה,17
ומכל,17
האזורים,17
הגאוגרפיים,17
בישראל,17
בין,17
גורמים,17
אלו,17
ניתן,17
למנות,17
חשיפה,17
גבוהה,17
לתכנים,17
קשים,17
במדיה,17
החברתית,17
כגון,17
סרטונים,17
שפרסם,17
חמאס,17
או,17
עימותים,17
פוליטיים,17
הכוללים,17
שפה,17
אלימה,17
היכרות,17
עם,17
מי,17
שנפגעו,17
ישירות,17
חרדות,17
בשל,17
גיוס,17
של,17
קרובי,17
משפחה,17
והיעדר,17
תחושת,17
שליטה,17
במקביל,17
לכך,17
גם,17
בצוותי,17
ההוראה,17
בכל,17
רמות,17
הגיל,17
ניכרו,17
קשיים,17
רגשיים,17
חברתיים,17
ותפקודיים,17
עובדות,17
ועובדי,17
הוראה,17
חוו,17
מאז,17
פרוץ,17
המלחמה,17
מצוקה,17
רגשית,17
ניכרת,17
ותחושת,17
בדידות,17
הם,17
דיווחו,17
על,17
עומס,17
רגשי,17
הנובע,17
מהצורך,17
להכיל,17
תלמידים,17
ולקיים,17
שגרה,17
בעוד,17
הם,17
עצמם,17
מתמודדים,17
עם,17
חרדות,17
ודאגות,17
משלהם,17
ואף,17
עם,17
חוסר,17
יציבות,17
מקצועית,17
נמצא,17
גם,17
שהפער,17
בין,17
הציפיות,17
של,17
הורים,17
של,17
תלמידים,17
ושל,17
מערכת,17
החינוך,17
מהמורות,17
ומהמורים,17
לבין,17
היכולת,17
לממשן,17
בתנאי,17
חירום,17
יצר,17
בקרבם,17
תחושת,17
תסכול,17
ושחיקה,17
מוסדות,17
חינוך,17
פעלו,17
פעמים,17
רבות,17
בתחילת,17
המלחמה,17
בתנאים,17
של,17
אי,17
ודאות,17
ללא,17
היכרות,17
עם,17
המדיניות,17
הנדרשת,17
וללא,17
מענה,17
מערכתי,17
מותאם,17
כמו,17
כן,17
צוותי,17
הוראה,17
התבקשו,17
להרחיב,17
את,17
שיטות,17
העבודה,17
שלהם,17
ללא,17
הכשרה,17
מתאימה,17
וללא,17
תמיכה,17
מקצועית,17
ממוסדת,17
נוסף,17
על,17
אלו,17
חלק,17
מתחושות,17
התסכול,17
והשחיקה,17
של,17
עובדי,17
ההוראה,17
נבע,17
מהצורך,17
לתווך,17
לתלמידים,17
נושאים,17
טעונים,17
מבלי,17
שהיו,17
לצוותים,17
כלים,17
מתאימים,17
לכך,17
גם,17
במקרה,17
של,17
עובדי,17
הוראה,17
נמצא,17
שהקשיים,17
החמורים,17
ביותר,17
נמדדו,17
באותם,17
אזורים,17
שהפגיעה,17
בהם,17
הייתה,17
הקשה,17
ביותר,17
אולם,17
השפעות,17
המלחמה,17
ניכרו,17
אצל,17
עובדי,17
הוראה,17
בכל,17
הארץ,17
ההשלכות,17
של,17
המצוקה,17
הקשיים,17
והתסכול,17
כפי,17
שהן,17
משתקפות,17
במאמרים,17
המוצגים,17
בחלק,17
זה,17
הן,17
פגיעה,17
רבה,17
בתהליכי,17
הלמידה,17
ובאקלים,17
ושחיקה,17
רבה,17
של,17
צוותי,17
ההוראה,17
על,17
סמך,17
אירועים,17
מהעבר,17
אפשר,17
להסיק,17
שפגיעה,17
זו,17
אינה,17
מוגבלת,17
לשנת,17
הלימודים,17
תשפ,17
ד,17
לבדה,17
השפעת,18
מלחמת,18
חרבות,18
ברזל,18
על,18
בני,18
הנוער,18
סקר,18
סקר,18
יד,18
על,18
הדופקהמאמר,18
הראשון,18
בחלק,18
זה,18
מאת,18
יוסי,18
ב,18
בני,18
נוער,18
בגילאי,18
אינטרנטי,18
מהיר,18
על,18
מדגם,18
מייצג,18
ארצי,18
של,18
הראל,18
פיש,18
וסופי,18
וולש,18
מציג,18
תמונת,18
מצב,18
מדאיגה,18
בדבר,18
השפעתה,18
של,18
מלחמת,18
חרבות,18
ברזל,18
על,18
בני,18
נוער,18
בישראל,18
בחודשי,18
המלחמה,18
הראשונים,18
הנתונים,18
מצביעים,18
על,18
עלייה,18
בתסמינים,18
רגשיים,18
שליליים,18
ובכלל,18
זה,18
תחושות,18
של,18
חרדה,18
עצב,18
עמוק,18
מצוקה,18
גופנית,18
פסיכוסומטית,18
ותחושת,18
אובדן,18
שליטה,18
בהשוואה,18
טרם,18
תקופת,18
הקורונה,18
ופרוץ,18
מהתלמידים,18
והתלמידות,18
עד,18
שנת,18
לתקופה,18
שלפני,18
המלחמה,18
מכ,18
מהתלמידים,18
והתלמידות,18
בתקופה,18
שלאחר,18
פרוץ,18
לאחר,18
הקורונה,18
ו,18
מלחמת,18
חרבות,18
ברזל,18
לכ,18
מלחמת,18
חרבות,18
ברזל,18
החשיפה,18
לאירועי,18
לחימה,18
ולתכנים,18
טראומטיים,18
ברשתות,18
החברתיות,18
נמצאה,18
מנבאת,18
ומעצימה,18
מצוקה,18
זו,18
עוד,18
תוארו,18
במחקר,18
קשיים,18
חברתיים,18
בהיבט,18
החינוכי,18
למרות,18
עלייה,18
בתחושת,18
השייכות,18
לבית,18
הספר,18
וביחס,18
החיובי,18
כלפיו,18
המשיבים,18
דיווחו,18
על,18
קושי,18
רגשי,18
לפנות,18
לאנשי,18
צוות,18
חינוכי,18
בזמן,18
מצוקה,18
רק,18
כמחצית,18
שחשו,18
בנוח,18
לפנות,18
להורים,18
מהתלמידים,18
הרגישו,18
נוח,18
לפנות,18
לאיש,18
צוות,18
בשעת,18
מצוקה,18
נפשית,18
לעומת,18
פנה,18
בפועל,18
לאיש,18
צוות,18
בבית,18
הספר,18
בשעת,18
מצוקה,18
או,18
לחברים,18
ורק,18
מיעוט,18
מבוטל,18
מהתלמידים,18
שפנו,18
להורים,18
נפשית,18
לעומת,18
כ,18
ממצאי,18
הסקר,18
מדגישים,18
את,18
הצורך,18
הגדול,18
שחוו,18
בני,18
נוער,18
בתחילת,18
המלחמה,18
בתמיכה,18
נפשית,18
ובפעילויות,18
להעמקת,18
הקשר,18
בינם,18
לבין,18
בית,18
הספר,18
הם,18
גם,18
מדגישים,18
את,18
הצורך,18
לשפר,18
את,18
תפיסותיהם,18
של,18
התלמידים,18
לגבי,18
היכולת,18
לפנות,18
לצוות,18
בית,18
הספר,18
בזמן,18
מצוקה,18
הסבר,18
המצב,18
הנפשי,18
ואיכות,18
חיים,18
בבית,18
ספר,18
בקרב,18
תלמידי,18
ותלמידות,18
תיכון,18
לסקר,18
זה,18
מצטרף,18
המאמר,18
מאת,18
מור,18
נחום,18
יפית,18
גלבוע,18
ולנה,18
ליפסקיה,18
ויליקובסקי,18
גם,18
וחטיבות,18
ביניים,18
בזמן,18
מלחמת,18
חרבות,18
ברזל,18
מחקר,18
זה,18
סקר,18
את,18
מצבם,18
הרגשי,18
החברתי,18
והתפקודי,18
של,18
מתבגרים,18
בישראל,18
בעקבות,18
מלחמת,18
חרבות,18
ברזל,18
הדגש,18
של,18
נחום,18
ועמיתותיה,18
היה,18
ההשפעות,18
רחבות,18
ההיקף,18
של,18
החשיפה,18
של,18
בני,18
הנוער,18
לאירועים,18
מהמתבגרים,18
חוו,18
קשיים,18
רגשיים,18
של,18
ממש,18
כגון,18
חרדה,18
עצב,18
טראומטיים,18
במחקר,18
נמצא,18
כי,18
יותר,18
מ,18
ותסמינים,18
של,18
חוויה,18
טראומטית,18
מתמשכת,18
במקביל,18
לכך,18
כרבע,18
מבני,18
הנוער,18
דיווחו,18
לפי,18
מחקר,18
זה,18
גם,18
על,18
קשיים,18
תפקודיים,18
בכלל,18
תחומי,18
חיים,18
ובכלל,18
זה,18
טיפול,18
עצמי,18
פעילויות,18
בבית,18
פעילויות,18
פנאי,18
מכל,18
סוג,18
לימודים,18
ושינה,18
זאת,18
ועוד,18
בני,18
נוער,18
דיווחו,18
על,18
קשיים,18
של,18
ממש,18
בתפקודים,18
קוגניטיביים,18
כגון,18
פגיעה,18
ביכולות,18
ניהול,18
עצמי,18
ובזיכרון,18
עבודה,18
וכן,18
חוסר,18
ריכוז,18
ברמה,18
החברתית,18
נמצאו,18
ירידות,18
במדדי,18
שייכות,18
בקשרים,18
עם,18
חברים,18
ובתחושת,18
תמיכה,18
בתוך,18
בית,18
הספר,18
תמונת,18
מצב,18
זו,18
שונה,18
באופן,18
ניכר,18
מזו,18
הידועה,18
באוכלוסייה,18
הכללית,18
מדווחים,18
על,18
מבני,18
הנוער,18
מדווחים,18
על,18
בריאות,18
נפשית,18
תקינה,18
של,18
בני,18
הנוער,18
כאשר,18
באופן,18
שגרתי,18
Goodman,18
et,18
al,18
על,18
בריאות,18
נפשית,18
ירודה,18
מצב,18
בריאותי,18
גבולי,18
ורק,18
ההשפעות,18
הרגשיות,18
השליליות,18
נמצאו,18
בכל,18
האזורים,18
הגיאוגרפיים,18
בארץ,18
ובכלל,18
זה,18
אזורים,18
שלא,18
נחשפו,18
באופן,18
ישיר,18
לאירועים,18
כמו,18
כן,18
השפעות,18
המלחמה,18
תווכו,18
על,18
ידי,18
משתנים,18
של,18
משאבי,18
חוסן,18
אישיים,18
חברתיים,18
קוגניטיביים,18
ותפקודיים,18
של,18
הנשאלים,18
או,18
על,18
ידי,18
היעדרם,18
של,18
משאבים,18
אלו,18
לדיון,18
רחב,18
יותר,18
בנושא,18
ראו,18
להלן,18
בחלק,18
הבא,18
של,18
האסופה,18
שלושת,18
המחקרים,18
הבאים,18
באסופה,18
שיוצגו,18
בחלק,18
זה,18
עוסקים,18
בבתי,18
ספר,18
ובמרכזי,18
לימוד,18
של,18
קהילות,18
שנדרשו,18
להתפנות,18
עם,18
פרוץ,18
המלחמה,18
לכן,18
לצד,18
תיאור,18
המצב,18
בעקבות,18
מלחמת,18
חרבות,18
ברזל,18
הם,18
מתארים,18
הדקדוק,18
גם,18
את,18
תגובתה,18
של,18
מערכת,18
החינוך,18
למצב,18
ואת,18
הכלים,18
שהשתמשו,18
בהם,18
הצוותים,18
המחקרים,18
הם,18
זיו,18
גולדברג,18
וגדעון,18
דישון,18
מאתהבית,18
ספרי,18
בבתי,18
ספר,18
למפונים,18
במלחמת,18
חרבות,18
ברזל,18
ארגון,18
זמן,18
ומרחב,18
מאת,18
בתי,18
ספר,18
בחירום,18
לתלמידים,18
מפונים,18
מקווי,18
העימות,18
היבטים,18
מבניים,18
אתגרים,18
ופתרונות,18
אפשריים,18
Goodman,18
R,18
Ford,18
T,18
Corbin,18
T,18
Meltzer,18
H,18
Using,18
the,18
Strengths,18
and,18
Difficulties,18
Questionnaire,18
SDQ,18
multi,18
informant,18
algorithm,18
to,18
screen,18
looked,18
after,18
children,18
for,18
Psychiatric,18
disorders,18
European,18
Child,18
and,18
Adolescent,18
Psychiatry,18
II,18
II,18
ת,19
ומעורבות,19
בלמידה,19
בקרב,19
בני,19
נוער,19
צרכים,19
פסיכולוגיים,19
בסיסיים,19
תפיסת,19
המחנכדורית,19
טובין,19
ושרון,19
לבון,19
מאת,19
לילך,19
שלו,19
מבורך,19
אילנית,19
הוכמיץ,19
יעל,19
שקד,19
ענבל,19
רווה,19
וטל,19
אליס,19
מפונים,19
במרכזי,19
יחד,19
המחקר,19
של,19
גולדברג,19
ודישון,19
בוחן,19
כיצד,19
התמודדו,19
ארבעה,19
בתי,19
ספר,19
שהוקמו,19
עבור,19
מפונים,19
במהלך,19
מלחמת,19
חרבות,19
ברזל,19
עם,19
אתגריו,19
של,19
מצב,19
חירום,19
חסר,19
תקדים,19
נמצא,19
כי,19
בתי,19
ספר,19
אלו,19
שומרים,19
חלקית,19
על,19
המבנים,19
הארגוניים,19
הפדגוגיים,19
והחברתיים,19
המוכרים,19
של,19
בית,19
הספר,19
מצד,19
אחד,19
ומצד,19
שני,19
משנים,19
את,19
חלקם,19
למשל,19
על,19
ידי,19
הוספת,19
רכיבים,19
טיפוליים,19
וקהילתיים,19
צוותי,19
ההוראה,19
נדרשו,19
לספק,19
מענה,19
רגשי,19
מתמשך,19
לתלמידים,19
תוך,19
שהם,19
עצמם,19
מתמודדים,19
עם,19
טראומה,19
עומס,19
רגשי,19
חוסר,19
בהירות,19
תפקודית,19
ולעיתים,19
גם,19
עם,19
שינויים,19
תכופים,19
במבנה,19
של,19
בית,19
הספר,19
ושל,19
הצוות,19
במקביל,19
לכך,19
נמצאו,19
קשיים,19
רגשיים,19
חברתיים,19
ותפקודיים,19
ניכרים,19
גם,19
אצל,19
תלמידים,19
כגון,19
חרדה,19
ותחושות,19
של,19
היעדר,19
ודאות,19
והיעדר,19
שייכות,19
כל,19
אלו,19
פגעו,19
בריכוז,19
במוטיבציה,19
וביכולת,19
לקיים,19
תהליכי,19
למידה,19
רציפים,19
התפיסה,19
שהובילה,19
את,19
בתי,19
הספר,19
התמקדה,19
ביצירת,19
יציבות,19
בתחילת,19
המשבר,19
התמקדו,19
בתי,19
הספר,19
בהקצאת,19
משאבים,19
לטיפול,19
רגשי,19
ולפעילות,19
הפגה,19
ואילו,19
עם,19
התקדמותו,19
עברו,19
בתי,19
הספר,19
לבנות,19
את,19
עצמם,19
כמוקדים,19
של,19
מערכות,19
יחסים,19
בהקשרן,19
הלימודי,19
לצורך,19
כך,19
הופעלו,19
מנגנונים,19
כגון,19
קביעת,19
מערכות,19
שעות,19
ושילוב,19
של,19
פעילויות,19
הפגה,19
כמו,19
כן,19
שולבו,19
רכיבים,19
דיפרנציאליים,19
בהוראה,19
חונכות,19
אישית,19
ושיח,19
רגשי,19
כחלק,19
מהיומיום,19
והורחבה,19
התקשורת,19
עם,19
הורים,19
כלומר,19
עולה,19
מהמחקר,19
שבמצבי,19
משבר,19
תפקודו,19
של,19
בית,19
הספר,19
נדרש,19
להשתנות,19
ועשוי,19
לכלול,19
מרכיבים,19
טיפוליים,19
וקהילתיים,19
תוך,19
הישענות,19
חלקית,19
על,19
מבנים,19
מסורתיים,19
במערכת,19
החינוך,19
מציג,19
את,19
ההתמודדות,19
של,19
תלמידים,19
ושל,19
צוותים,19
חינוכיים,19
בשני,19
בתי,19
דורית,19
טובין,19
ושרון,19
לבון,19
מחקרן,19
של,19
ספר,19
שהוקמו,19
עבור,19
קהילות,19
שפונו,19
בעקבות,19
מלחמת,19
חרבות,19
ברזל,19
מתוארת,19
בו,19
התמודדות,19
של,19
התלמידים,19
עם,19
מצוקה,19
רגשית,19
מתמשכת,19
המל,19
ו,19
ה,19
כמו,19
במחקרם,19
של,19
גולדברג,19
ודישון,19
בחוסר,19
שגרה,19
באובדן,19
תחושת,19
שייכות,19
ובקשיים,19
תפקודיים,19
גם,19
הארגון,19
הפיזי,19
המאולתר,19
של,19
בתי,19
הספר,19
העדר,19
ציוד,19
מתאים,19
חוסר,19
היציבות,19
בתנאי,19
ההוראה,19
ומעברים,19
תכופים,19
פגעו,19
בתחושת,19
הביטחון,19
של,19
התלמידים,19
לכן,19
חלקם,19
התקשו,19
לראות,19
במסגרת,19
שנבנתה,19
עבורם,19
ב,19
מ,19
קום,19
החלופי,19
בית,19
ספר,19
אמיתי,19
כמו,19
במחקר,19
של,19
גולדברג,19
ודישון,19
גם,19
טובין,19
ולבון,19
טוענות,19
שצוותי,19
החינוך,19
התמודדו,19
בעצמם,19
עם,19
קשיים,19
רגשיים,19
תוך,19
שמצופה,19
מהם,19
להתאים,19
את,19
עצמם,19
לתנאים,19
משתנים,19
המורים,19
והמנהלים,19
נדרשו,19
לגייס,19
משאבים,19
פנימיים,19
וחיצוניים,19
לבנות,19
תשתיות,19
במהירות,19
רבה,19
ולהעניק,19
מענה,19
חינוכי,19
מותאם,19
לכל,19
תלמיד,19
לפי,19
צרכיו,19
מה,19
שענה,19
במידה,19
רבה,19
גם,19
לקשייהם,19
הרגשיים,19
למרות,19
מצבם,19
המעורער,19
חוסר,19
הוודאות,19
תנאי,19
שכר,19
לינה,19
והסעות,19
לא,19
מוסדרים,19
המחסור,19
בעבודת,19
צוות,19
מסודרת,19
כל,19
אלה,19
הביאו,19
לשחיקה,19
מוגברת,19
מצד,19
שני,19
נמצא,19
גם,19
שהמחויבות,19
הקהילתית,19
המענה,19
הפיזי,19
המהיר,19
והאיכותי,19
יחד,19
עם,19
שמירה,19
על,19
המשכיות,19
בצוות,19
ובתפקידי,19
הוראה,19
סייעו,19
להתמדה,19
ולביסוס,19
שגרות,19
צרכים,19
פסיכולוגיים,19
בסיסיים,19
תפיסת,19
המחנכ,19
ת,19
ומעורבות,19
בלמידה,19
מאמרן,19
של,19
שלו,19
מבורך,19
ועמיתותיה,19
עוסק,19
בתלמידות,19
ובתלמידים,19
מפונים,19
מהחינוך,19
העל,19
יסודי,19
שלא,19
הצליחו,19
בקרב,19
בני,19
נוער,19
מפונים,19
במרכזי,19
יחד,19
להשתלב,19
במסגרות,19
לבני,19
נוער,19
מפונים,19
ושולבו,19
במסגרות,19
ייעודיות,19
המחקר,19
מבקש,19
להבין,19
כיצד,19
מעורבותם,19
של,19
התלמידים,19
בלמידה,19
המענה,19
לצרכים,19
הפסיכולוגיים,19
שלהם,19
לשייכות,19
למסוגלות,19
ולאוטונומיה,19
ותמיכת,19
המחנכות,19
והמחנכים,19
בצרכים,19
הללו,19
קשורים,19
זה,19
לזה,19
מהמחקר,19
עולה,19
כי,19
תחושת,19
סיפוק,19
הצרכים,19
הפסיכולוגיים,19
הייתה,19
חזקה,19
יותר,19
מתחושת,19
התסכול,19
ממניעת,19
הצרכים,19
הללו,19
כמו,19
כן,19
החוקרות,19
מצאו,19
שתפיסת,19
התלמידים,19
את,19
המחנכות,19
כמי,19
שתומכות,19
בסיפוק,19
הצרכים,19
הפסיכולוגיים,19
האמורים,19
של,19
התלמידים,19
הייתה,19
מנבא,19
מרכזי,19
למעורבות,19
רבה,19
יותר,19
של,19
התלמידים,19
בלמידה,19
לפיכך,19
המאמר,19
מדגיש,19
את,19
תפקידה,19
הקריטי,19
של,19
הדמות,19
החינוכית,19
כגורם,19
מתווך,19
מייצב,19
ותומך,19
בתקופת,19
חירום,19
מתמשכת,19
גם,19
במצבים,19
של,19
פינוי,19
כפוי,19
ושל,19
קשיים,19
רגשיים,19
שפגעו,19
בהסתגלות,19
לסביבה,19
חינוכית,19
חלופית,19
קודמת,19
תפקידיו,20
ותפקודו,20
של,20
בית,20
הספר,20
וסטרס,20
עקה,20
בעת,20
מלחמת,20
חרבות,20
ברזל,20
מזוויותהמאמר,20
השישי,20
בחלק,20
זה,20
מאת,20
רות,20
ברקוביץ,20
נטע,20
אחדות,20
ורמי,20
בנבנישתי,20
בוחן,20
בקפידה,20
את,20
הראייה,20
של,20
הצוות,20
החינוכי,20
וההורים,20
הקשיים,20
שמתעוררים,20
בשל,20
הפער,20
בין,20
התפקוד,20
בפועל,20
של,20
בתי,20
הספר,20
לבין,20
הציפיות,20
מהם,20
גם,20
מחקר,20
זה,20
מצביע,20
על,20
העומס,20
הרגשי,20
הניכר,20
שנוצר,20
אצל,20
צוותים,20
חינוכיים,20
על,20
כך,20
הוא,20
מוסיף,20
שעומס,20
כזה,20
נוצר,20
גם,20
בקרב,20
הורים,20
ואף,20
ביתר,20
שאת,20
הן,20
עובדי,20
ההוראה,20
הן,20
ההורים,20
חשו,20
רמות,20
גבוהות,20
של,20
חוסר,20
ודאות,20
תסכול,20
ושחיקה,20
תחושות,20
אלו,20
צפו,20
בין,20
היתר,20
בשל,20
ציפיות,20
שלא,20
תמיד,20
מומשו,20
לקבל,20
הנחיות,20
ברורות,20
יותר,20
ממערכת,20
החינוך,20
המורות,20
והמורים,20
התמודדו,20
בין,20
היתר,20
עם,20
אתגרים,20
של,20
הוראה,20
מרחוק,20
ועם,20
מה,20
שנתפס,20
על,20
ידם,20
כהיעדר,20
תמיכה,20
והכוונה,20
מוסדרות,20
ההורים,20
מצידם,20
ציפו,20
שבית,20
הספר,20
יהיה,20
עוגן,20
של,20
יציבות,20
עבור,20
התלמידים,20
והמשפחות,20
עובדי,20
ההוראה,20
הביעו,20
צורך,20
בהפחתת,20
העומס,20
עליהם,20
בהדרכה,20
מקצועית,20
מותאמת,20
ובחיזוק,20
חוסן,20
אישי,20
וצוותי,20
ההורים,20
ציפו,20
לתקשורת,20
פתוחה,20
ורציפה,20
יותר,20
עם,20
בית,20
הספר,20
ולתגבור,20
של,20
אנשי,20
מקצוע,20
בתחום,20
התמיכה,20
הרגשית,20
כדי,20
לתת,20
מענה,20
לתלמידים,20
ולמשפחות,20
מחקר,20
זה,20
מדגיש,20
את,20
הפער,20
בין,20
התפקידים,20
המצופים,20
מבית,20
הספר,20
בזמן,20
חירום,20
לבין,20
המענה,20
שניתן,20
בפועל,20
עולות,20
בו,20
הצעות,20
להתכונן,20
מראש,20
למצבי,20
חירום,20
לתת,20
למורות,20
ומורים,20
הכשרה,20
ייעודית,20
לתמיכה,20
בתלמידים,20
בשעת,20
חירום,20
ולקדם,20
תקשורת,20
חיובית,20
ורציפה,20
בינם,20
לבין,20
הורים,20
כל,20
זאת,20
במטרה,20
לצמצם,20
את,20
פער,20
הציפיות,20
ולהגביר,20
את,20
האמון,20
בבתי,20
הספר,20
תוך,20
שיפור,20
יכולת,20
המערכת,20
להגיב,20
לצרכים,20
רגשיים,20
וחינוכיים,20
בזמן,20
משבר,20
המחקר,20
האחרון,20
בחלק,20
זה,20
של,20
הקובץ,20
מציג,20
אתגר,20
שונה,20
מהאתגרים,20
שדובר,20
עליהם,20
עד,20
כה,20
הקושי,20
של,20
התמודדות,20
עובדי,20
הוראה,20
לפעול,20
בתנאים,20
הרגשיים,20
ובקשיים,20
התרבותיים,20
שנוצרו,20
בשל,20
המלחמה,20
המחקר,20
מאת,20
עידית,20
פסט,20
רותם,20
מורות,20
עם,20
אירועי,20
המלחמה,20
עם,20
תלמידים,20
יהודים,20
וערבים,20
בבית,20
ספר,20
ממלכתי,20
עברי,20
טרכטנברג,20
מסלטון,20
ומיכל,20
שפירא,20
יונגר,20
מציג,20
את,20
ההתמודדות,20
של,20
מורות,20
המלמדות,20
בבתי,20
ספר,20
מעורבים,20
יהודים,20
ערבים,20
במהלך,20
שנת,20
תשפ,20
ד,20
המורות,20
שרואיינו,20
תיארו,20
התמודדות,20
יומיומית,20
עם,20
קונפליקטים,20
בין,20
אישיים,20
ובין,20
קבוצתיים,20
בכיתה,20
מבלי,20
שחשו,20
שהן,20
זוכות,20
לתמיכה,20
מערכתית,20
או,20
להכרה,20
באתגר,20
שלהן,20
המתח,20
בין,20
רגשות,20
אישיים,20
בעקבות,20
המלחמה,20
לבין,20
האחריות,20
לשמור,20
על,20
איזון,20
בכיתה,20
עורר,20
תחושות,20
של,20
בלבול,20
ותסכול,20
המורות,20
אף,20
נדרשו,20
להפעיל,20
שיקול,20
דעת,20
מתמיד,20
בין,20
אם,20
בשינוי,20
תכנים,20
לימודיים,20
בעידון,20
שפה,20
או,20
במסגור,20
מחדש,20
של,20
עמדות,20
טעונות,20
וזאת,20
תוך,20
מאמץ,20
קבוע,20
לנרמל,20
את,20
הקונפליקט,20
האתני,20
לאומי,20
בכיתה,20
או,20
להפחית,20
את,20
עוצמתו,20
תחושת,20
הבדידות,20
המקצועית,20
נבעה,20
מכך,20
שהמורות,20
שהשתתפו,20
במחקר,20
לא,20
קיבלו,20
לתפיסתן,20
הכשרה,20
מקצועית,20
מספקת,20
בנושא,20
כזו,20
שדרושה,20
בכל,20
עת,20
ובפרט,20
בזמן,20
מלחמה,20
המחקר,20
חושף,20
את,20
המשימה,20
המוטלת,20
על,20
כתפי,20
המורות,20
לנווט,20
בין,20
עמדות,20
אישיות,20
וחברתיות,20
כלפי,20
מיעוטים,20
לבין,20
המחויבות,20
לחזק,20
את,20
תחושת,20
השייכות,20
של,20
כל,20
תלמיד,20
המחברות,20
ממליצות,20
למערכת,20
החינוך,20
למפות,20
את,20
התופעה,20
של,20
בתי,20
ספר,20
מעורבים,20
לגבש,20
מדיניות,20
ברורה,20
בנוגע,20
להתמודדות,20
עם,20
שונות,20
תרבותית,20
בעת,20
חירום,20
ולהעניק,20
למורות,20
כלים,20
ותמיכה,20
בהתמודדות,20
עם,20
המשימה,20
המורכבת,20
שלהם,20
לנהל,20
מרחב,20
רב,20
תרבותי,20
בכיתה,20
בשעת,20
משבר,20
לאומי,20
חלק,21
שני,21
משאבי,21
חוסן,21
בין,21
כישורים,21
אישיים,21
לתמיכה,21
קהילתית,21
החלק,21
הראשון,21
של,21
האסופה,21
עסק,21
בעיקר,21
בתמונת,21
המצב,21
של,21
תלמידים,21
ושל,21
עובדי,21
הוראה,21
בעקבות,21
המלחמה,21
והציג,21
את,21
השלכותיה,21
הרגשיות,21
החברתיות,21
והתפקודיות,21
העמוקות,21
החלק,21
השני,21
מתמקד,21
במשאבים,21
אישיים,21
וחברתיים,21
של,21
תלמידים,21
ושל,21
עובדי,21
הוראה,21
המאפשרים,21
התמודדות,21
עם,21
המשבר,21
התאוששות,21
ממנו,21
ולעיתים,21
אף,21
צמיחה,21
בתוך,21
מציאות,21
של,21
משבר,21
מתמשך,21
המחקרים,21
המוצגים,21
כאן,21
מציעים,21
הסתכלות,21
מקיפה,21
על,21
חוסן,21
כעל,21
יכולת,21
שנבנית,21
מתוך,21
שלל,21
גורמים,21
אישיים,21
בין,21
אישיים,21
